name,address,city,zipcode,classification_codes,tax_period,asset_amount,income_amount,revenue_amount,ntee_code
NASHVILLE SHEETMETAL JOINT APPRENTICE COMMITTEE,PO BOX 91108,NASHVILLE,37209-9108,2000,7/1/21,313842,294710,294710,B21Z
NASHVILLE SOUNDS FOUNDATION,19 JUNIOR GILLIAM WAY,NASHVILLE,37219-2515,2000,12/1/22,136448,95820,95820,B92
NASHVILLE TEACHER RESIDENCY,1224 MARTIN ST,NASHVILLE,37203-4844,2000,6/1/22,398601,1094967,1094967,B90
NASHVILLE TECHNOLOGY COUNCIL FOUNDATION,500 INTERSTATE BLVD S STE 200,NASHVILLE,37210-4634,1200,12/1/21,133598,871133,871133,B90
NATIONAL ASSOCIATION OF TEACHERS OF SINGING INC,1033 HUNTERS POINT DR,CORDOVA,38018-5878,1200,12/1/22,0,0,0,B03
NATIONAL INSTITUTE OF GOVERNMENTAL PURCHASING INC,1000 N CENTRAL STREET,KNOXVILLE,37917-6453,2800,12/1/22,0,0,0,B19
NATURAL LEARNING SCHOOL ANDHOMESCHOOL RESOURCE CENTER,1992 NELSON AVE,MEMPHIS,38104-5418,1000,8/1/21,0,0,0,B210
NATURAL LEARNING SCHOOL PARENT TEACHER ORGANIZATION INC,946 TATUM RD,MEMPHIS,38122-2522,1200,8/1/21,0,0,0,B94
NEELY WOODS SCHOLARSHIP FUND INCORPORATED,507 W MARKET ST,BOLIVAR,38008-2238,2000,12/1/22,0,0,0,B82
NEELYS BEND ELEM PTO,1300 NEELYS BEND RD,MADISON,37115-5515,2000,,,,,B11
NETWORK OF ASSOCIATES FOR PROMISING PRACTICES IN EDUCATION,1821 E OAKLAND AVE,JOHNSON CITY,37601-2123,2100,6/1/22,0,0,0,B90
NEW CITY MEMPHIS,1250 VOLLINTINE AVE,MEMPHIS,38107-2826,1200,,,,,B99
NEW LIFE COMMUNITY OUTREACH INC,7317 HWY 64,MEMPHIS,38133-0000,1000,12/1/21,257,10283,,B90
NEW SYSTEM SCHOOL INC,456 OLD HUNTSVILLE RD,FAYETTEVILLE,37334-6028,2000,12/1/21,28602,101843,101843,B90Z
NEW UNION ELEMENTARY PTO,3320 WOODBURY HWY,MANCHESTER,37355-3715,1200,7/1/21,0,0,0,B94
NEXT LEVEL MINISTRIES INC,7547 CALLIS CREEK DR,MEMPHIS,38119-9161,2000,12/1/21,711,5500,5500,B99
NEXUS LEADERS INC,4055 POPLAR AVE,MEMPHIS,38111-6022,2000,6/1/22,56736,72775,72775,B60
NFIB SMALL BUSINEES LEGAL CENTER,53 CENTURY BLVD STE 250,NASHVILLE,37214-3682,2000,12/1/22,631972,1202615,1202615,B99
NISWONGER FOUNDATION,223 N MAIN ST,GREENEVILLE,37745-3815,1000,6/1/22,22023015,13448582,,B21
NMPS EDUCATION SOCIETY,509 CAMDEN CT,MOUNT JULIET,37122-8553,1230,12/1/22,0,0,0,B90
NOLAN ELEMENTARY SCHOOL PARENT TEACHER ASSOCIATION,4435 SHACKLEFORD RIDGE RD,SIGNAL MTN,37377-1255,2000,6/1/22,41769,110271,53136,B94
NOLMT MENTORING,4342 GENYTH AVE,MEMPHIS,38128-3211,1238,,,,,B90
NORMAL PARK MUSEUM MAGNET EDUCATION FUND,1219 W MISSISSIPPI AVE,CHATTANOOGA,37405-2863,2000,6/1/21,148696,161489,148442,B12
NORTHEAST ELEMENTRY SCHOOL PTO,3705 TRENTON RD,CLARKSVILLE,37040-5611,1000,6/1/22,0,0,0,B90
NORTHEAST TENNESSEE WORKFORCE INVESTMENT BOARD INC,386 HWY 91,ELIZABETHTON,37643-6060,1200,6/1/22,0,0,0,B90
OAK RIDGE HIGH SCHOOL BAND BOOSTERS,1450 OAK RIDGE TPKE,OAK RIDGE,37830-6338,2000,4/1/23,50531,80375,41666,B11
OAK RIDGE HIGH SCHOOL PARENT TEACHER STUDENT ORGANIZATION,1450 OAK RIDGE TPKE,OAK RIDGE,37830-6338,1000,6/1/22,0,0,0,B94
OAK RIDGE KNOXVILLE SECTION OF THE AMERICA NUCLEAR SOCIETY INC,PO BOX 5075,OAK RIDGE,37831-5075,1000,6/1/21,0,0,0,B64Z
OAK SERVICE CORPORATION,8347 W RANGE CV,MEMPHIS,38125-0721,3000,6/1/22,2447800,4293709,4272484,B02
OAKLAND ELEMENTARY SCHOOL PTO,1050 CHERRY BLOSSOM LN,CLARKSVILLE,37040-6426,1000,6/1/17,0,0,0,B94
OAKLAND HIGH SCHOOL BASEBALL BOOSTER CLUB,PO BOX 10726,MURFREESBORO,37129-0015,1000,7/1/22,18560,116284,95247,B112
OAKMONT ELEMENTARY PARENT TEACHER ORGANIZATION,630 HIGHWAY 46 S,DICKSON,37055-2552,1200,7/1/20,0,0,0,B94
ONCOURSE EDUCATION INC,PO BOX 611,CHATTANOOGA,37401-0611,2000,8/1/19,0,0,0,B99
ONESOURCE BLOOD SYSTEMS INC,705 E 4TH ST,CHATTANOOGA,37403-1916,1000,12/1/22,0,0,0,B82
OOLTEWAH HARRISON EDUCATION FOUNDATION,PO BOX 305,OOLTEWAH,37363-0305,1000,12/1/22,0,0,0,B12
OVERALL CREEK ELEMENTARY PTO,429 OTTER TRL,MURFREESBORO,37128-4088,2000,6/1/22,21816,116077,86719,B94
OVERTON COUNTY JR WILDCATS GIRLS SOCCER,1211 HIGHLAND MOUNTAIN RD,LIVINGSTON,38570-5917,1200,12/1/21,0,0,0,B11
PAGE MIDDLE SCHOOL PARENT TEACHER ORGANIZATION,6262 ARNO RD,FRANKLIN,37064-7901,1000,6/1/22,7993,100140,99599,B82
PALS-W A WRIGHT ELEMENTARY,5017 MARKET PL,MOUNT JULIET,37122-2869,1000,6/1/22,0,0,0,B112
PARENT BOOSTER USA INC,126 CUNIFF DR,GREENBRIER,37073-5246,2100,12/1/22,0,0,0,B112
PARENT BOOSTER USA INC,2340 WIMBLEDON CIR,FRANKLIN,37069-1862,2100,12/1/19,0,0,0,B112
PARENT BOOSTER USA INC,931 HEATHER LAKE DR,COLLIERVILLE,38017-7145,2100,12/1/22,0,0,0,B112
PARENT BOOSTER USA INC,1444 PISGAH RD,CORDOVA,38016-5404,2100,12/1/19,0,0,0,B112
PARENT BOOSTER USA INC,6211 NOLENSVILLE PIKE,NASHVILLE,37211-6814,2100,12/1/22,0,0,0,B112
PARENT HOPE,1136 STILLWOOD DR,CLARKSVILLE,37042-8653,1000,6/1/19,0,0,0,B25
PARENT TEACHER ORGANIZATION OF MILL CREEK ELEMENTARY SCHOOL,100 YORK TRL,NOLENSVILLE,37135-2909,2000,6/1/22,49780,93562,82963,B94
PARENT USA BOOSTER INC,327 WARFIELD BLVD STE B,CLARKSVILLE,37043-5611,2100,,,,,B112
PARENT-TEACHER ORGANIZATION OF NOLENSVILLE ELEMENTARY,2338 ROCKY FORK RD,NOLENSVILLE,37135-9725,1000,6/1/22,94320,197469,141158,B94I
PARSONS-DECATUR COUNTY HIGHER EDUCATION FOUNDATION,PO BOX 893,PARSONS,38363-0893,1000,6/1/22,8351184,664529,664529,B90
PARTNERS EDUCATING ADVOCATING AND REACHING LIVES FOUNDATION,3194 QUINCY LN,CLARKSVILLE,37043-6260,2000,,,,,B12
PATH OF HOPE FOUNDATION,200 MERIWETHER BLVD,NASHVILLE,37221-5021,1000,12/1/22,0,0,0,B82
PATH TO COLLEGE TENNESSEE,314A PRINCE AVE,NASHVILLE,37207-4516,2000,12/1/22,0,0,0,B90
PAUL ANDREW MCDANIEL FOUNDATION,4989 WINDSONG PARK DR,COLLIERVILLE,38017-9380,1200,12/1/17,0,0,0,B99
PEABODY HIGH SCHOOL ALUMNI ASSOCIATION INC,PO BOX 33,TRENTON,38382-0033,1200,7/1/22,0,0,0,B84
PEDIATRIC LEARNING CENTER INC,8496 WILKINSVILLE RD STE 101-128 SU,MILLINGTON,38053-1556,2000,,,,,B21
PEER PLACE,1 LYNNWOOD LN,NASHVILLE,37205-2909,2000,6/1/21,81728,159675,159675,B20
PEGGY PERRY-BELCHER SCHOLARSHIP FUND,222 STERLING WOODS DR,MOUNT JULIET,37122-4080,1000,12/1/22,0,0,0,B82
PEGRAM ELEMENTARY PTO,4552 DOGWOOD LN,PEGRAM,37143-2025,1000,,,,,B11
PENN STATE ALUMNI ASSOCIATION,12626 RED CANYON RD,KNOXVILLE,37934-1354,1000,12/1/19,0,0,0,B84
PHI KAPPA EPSILON,735 UNIVERSITY AVE,SEWANEE,37383-2000,1000,3/1/20,32,121,121,B83
PIGEON FORGE HIGH SCHOOL BAND BOOSTERS,414 TIGER DR,PIGEON FORGE,37863-4210,1000,6/1/20,0,0,0,B112
PIVOT SCHOOL IMPROVEMENT LEADERS,1200 ORDWAY PL APT B,NASHVILLE,37206-2730,1000,,,,,B99
PLATEAU PC USERS GROUP INC,221 TOMLON RD,CROSSVILLE,38555-9710,2000,6/1/20,0,0,0,B60
PLEASANT VIEW ELEMENTARY PTO,2625 CHURCH ST,PLEASANT VIEW,37146-8157,2000,12/1/21,0,0,0,B94
PORTLAND QUARTERBACK BOOSTER CLUB,PO BOX 65,PORTLAND,37148-0065,1200,3/1/22,0,0,0,B11
POTENTIA,9686 SAPPHIRE CT,BRENTWOOD,37027-2230,2000,12/1/22,0,0,0,B20
POWER AND GRACE PREPARATORY ACADEMY INC,231 DUNBAR CAVE ROAD,CLARKSVILLE,37043-8857,2000,12/1/21,549978,692637,690650,B24
PRAXIS FOUNDATION,4950 HIGHWAY 70 W,DICKSON,37055-4517,2000,12/1/22,2430,1,,B82
PRESCOTT CENTRAL MIDDLE SCHOOL PTO,1859 S JEFFERSON AVE,COOKEVILLE,38506-5567,1000,6/1/22,0,0,0,B94
PRIME TIME PARENTING,7517 CALLIS CREEK DR,MEMPHIS,38119-9161,1200,12/1/22,0,0,0,B60
PROMINENT CHAPTERS CORP,118 16TH AVE S STE 4,NASHVILLE,37203-3763,1200,12/1/22,0,0,0,B90
PROMISE ACADEMY SPRING HILL,1346 BRYAN STREET,MEMPHIS,38108-2407,2000,6/1/22,2943439,6059655,6059655,B24
PROMPT EDUCATION FOUNDATION,4183 FRANKLIN RD STE B1 # 77,MURFREESBORO,37128-3112,2000,,,,,B60
PROVIDENCE SHARKS SWIM TEAM INC,555 PROVIDENCE TRL,MOUNT JULIET,37122-6489,2000,12/1/22,0,0,0,B99
PTA TENNESSEE CONGRESS OF PARENTS TEACHERS INC,9517 W RIDGE TRAIL RD,SODDY DAISY,37379-4018,2000,6/1/21,0,0,0,B94
PTA TENNESSEE CONGRESS OF PARENTS TEACHERS INC,4714 DERRYBERRY LN,SPRING HILL,37174-2903,2000,6/1/22,0,0,0,B94
PTA TENNESSEE CONGRESS OF PARENTS TEACHERS INC,1601 MARKET ST,CHATTANOOGA,37408-1215,2000,6/1/21,0,0,0,B94
PTA TENNESSEE CONGRESS OF PARENTS TEACHERS INC,260 SCHOOL ST,SODDY DAISY,37379-6614,2000,6/1/22,0,0,0,B94
PTA TENNESSEE CONGRESS OF PARENTS TEACHERS INC,8050 WEST ST,MILLINGTON,38053-1700,2000,6/1/16,0,0,0,B94
PURPOSE TO LEGACY,1550 BOONE CT,MURFREESBORO,37130-5032,1200,12/1/22,0,0,0,B80
RAIDERBACKERS OF SHHS,1 RAIDER LN,COLUMBIA,38401-7346,1000,,,,,B19
RAISE A READER IN FRANKLIN COUNTY,825 DINAH SHORE BLVD,WINCHESTER,37398-1426,2000,12/1/22,0,0,0,B92
RAISING DREAMERS MINISTRIES,1204 JEWELL AVE,FRANKLIN,37064-5067,1700,12/1/22,0,0,0,B01
RAISING KELLAN,1903 FAIRWAY DR,DYERSBURG,38024-8883,1200,12/1/22,0,0,0,B01
RAUS COMMUNITY IMPROVEMENT CLUB,3701 HIGHWAY 130,TULLAHOMA,37388-8831,2000,11/1/22,0,0,0,B99
REACH MEMPHIS,4646 POPLAR AVE STE 327,MEMPHIS,38117-4442,2000,9/1/22,1000467,318276,318276,B90
REACHING OUT MEANS EVERYTHING,2107 BERMUDA RUN,MEMPHIS,38116-9411,2000,12/1/16,0,0,0,B90
REDEMPTION KIDS SCHOOL OF MINISTRY,708 S ORCHARD KNOB AVE,CHATTANOOGA,37404-3643,2700,,,,,B20
REFRESH RESORT INC,4214 GRAPEVINE LOOP,SMYRNA,37167-1179,2700,,,,,B90
REMINGTON COLLEGE,7415 MAYNARDVILLE PIKE STE 101,KNOXVILLE,37938-3763,1000,12/1/21,31970375,55850743,54804708,B42
RENAISSANCE HIGH SCHOOL PTO INC,108 EVERBRIGHT ST,FRANKLIN,37064-3523,1000,6/1/22,0,0,0,B112
REPRODUCTIVE LOSS NETWORK,1210 ROBBIE LN,GALLATIN,37066-5218,7000,,,,,B99
RESURRECTED MINISTRIES INC,PO BOX 22254,CHATTANOOGA,37422-2254,2000,,,,,B24
RETHINKFORWARD INC,1638 BELL RD,NASHVILLE,37211-6605,2100,6/1/21,0,0,0,B90
REVEREND CHARLIE E AND CINDERELLA S TAYLOR SR FOUNDATION,PO BOX 445,ARLINGTON,38002-0445,1000,12/1/22,844866,151860,151860,B82
RHODES COLLEGE,2000 N PARKWAY,MEMPHIS,38112-1624,2000,6/1/22,639671029,109419730,109419730,B420
RIDGEMONT MANOR CDC,3805 RIDGEMONT RD,MEMPHIS,38128-1948,1000,12/1/20,260162,747982,747982,B82
RIGHT STUFF HEALTH & WELLNESS CENTER,5650B MOUNT MORIAH RD,MEMPHIS,38115-1603,1230,,,,,B28
RIVERDALE SCHOOL PTO,7391 NESHOBA RD,GERMANTOWN,38138-2744,1000,6/1/22,21605,90238,48696,B94
RIVERTON HOMES FOR ELDERLY INC,PO BOX 1218,MORRISTOWN,37816-1218,1000,3/1/22,713454,66744,66744,B190
ROCK CREEK PTO,1121 E ERWIN RD,ERWIN,37650-1829,2000,6/1/22,0,0,0,B94
ROCK THE STREET WALL STREET,3523 TRIMBLE RD,NASHVILLE,37215-3225,1000,6/1/22,3430205,2086128,2084555,B80
ROCKVALE 12TH MAN CLUB,PO BOX 103,ROCKVALE,37153-0103,2000,12/1/22,0,0,0,B12
RONNIE MCCUTCHAN SCHOLARSHIP FUND,10330 WESTLAND DR,KNOXVILLE,37922-5127,1000,,,,,B82
ROOTS CLASSICAL TUTORIAL INC,321 EMILY LN,BELL BUCKLE,37020-4379,2000,12/1/22,0,0,0,B99
ROSE PARK BAND BOOSTERS,1025 9TH AVE S,NASHVILLE,37203-4763,1000,6/1/22,0,0,0,B94
ROSSVILLE CHRISTIAN ACADEMY,PO BOX 369,ROSSVILLE,38066-0369,1000,6/1/22,2489498,3907647,3907647,B20Z
ROTARY CLUB OF MARYVILLE FOUNDATION,3823 S LAKE BLVD,KNOXVILLE,37920-6198,2000,6/1/22,0,0,0,B82
RUBY MAJOR ELEMENTARY PARENT TEACHER ORGANIZATION,5141 JOHN HAGER RD,HERMITAGE,37076-3604,1200,5/1/22,0,0,0,B122
RUCKER-STEWART MIDDLE SCHOOL PARENT TEACHER ORGANIZATION,350 HANCOCK ST,GALLATIN,37066-3689,2000,12/1/21,0,0,0,B94
RUNNIN REBELS BOOSTER CLUB,5258 NORTH HWY 51,TROY,38260-0000,1000,6/1/22,0,0,0,B12
RUSH STRONG PTO,3081 W OLD ANDREW JOHNSON HWY,STRAW PLAINS,37871-3436,2000,6/1/20,0,0,0,B94
SAINT CLEMENT COPTIC ORTHODOX ACADEMY,476 MCMURRAY DR,NASHVILLE,37211-5363,2000,12/1/21,75630,887262,887262,B24
SALVATIONS GRACE,1547 LONGVIEW RD,SHELBYVILLE,37160-0000,1200,12/1/20,3680,172653,172653,B21
SANDCASTLE CHILDRENS LIBRARY,307 W COLLEGE ST,SUMMERTOWN,38483-7546,1000,12/1/19,0,0,0,B70
SARAH MOORE GREENE PARENT-TEACHER ORGANIZATION,3001 BROOKS AVE,KNOXVILLE,37914-6270,1200,6/1/22,0,0,0,B94
SCARECROW FOUNDATION INC,PO BOX 11684,KNOXVILLE,37939-1684,1000,12/1/22,0,0,0,B90
SCHOOL BELLS INC,1701 YELLOW WOOD CT,NASHVILLE,37221-0000,1200,12/1/22,0,0,0,B12
SCHS BASEBALL BOOSTERS,55 TISDALE LN,BRUSH CREEK,38547-4657,1000,12/1/22,0,0,0,B11
SCIENCE HILL HIGH SCHOOL BAND BOOSTERS INC,PO BOX 1462,JOHNSON CITY,37605-1462,1200,6/1/22,48027,124936,98950,B112
SECRET CITY CHRISTIAN HOMESCHOOLERS,200 N ALABAMA RD,OAK RIDGE,37830-5748,2000,7/1/22,0,0,0,B99
SEED HOUSE OF GUIDANCE,5617 AUTUMN VALLEY DR,MEMPHIS,38135-4205,1000,12/1/19,0,0,0,B92
SENIOR BENEFITS FOUNDATION,PO BOX 140290,NASHVILLE,37214-0290,2000,12/1/22,0,0,0,B90
SEQUATCHIE COUNTY BAND BOOSTERS,PO BOX 503,DUNLAP,37327-0503,2000,6/1/22,23044,69243,30053,B11
SEQUOYAH ELEMENTARY PARENT-TEACHER ORGANIZATION,942 SOUTHGATE RD,KNOXVILLE,37919-7683,1200,6/1/22,0,0,0,B11
SERVANTS OF THE LORD JESUS,3009 KIMBERLIN HEIGHTS RD,KIMBERLIN HGT,37920-9716,7100,12/1/17,0,0,0,B80
SEVIER COUNTY PARTNERS IN PROGRESS EDUCATION FOUNDATION,321 COURT AVE,SEVIERVILLE,37862-3448,1200,12/1/22,610239,328501,315700,B12
SEWANEE PARENT ORGANIZATION,209 UNIVERSITY AVE,SEWANEE,37375-2259,2000,6/1/22,38198,67435,67435,B94
SHANNONDALE PARENT TEACHER ORGANIZATION,5316 SHANNONDALE RD,KNOXVILLE,37918-3652,1000,5/1/22,0,0,0,B11
SHOW US YOUR WAYS,2546 E 5TH AVE,KNOXVILLE,37914-5213,1200,12/1/22,0,0,0,B60
SHS FOOTBALL BOOSTERS,PO BOX 1292,SPRINGFIELD,37172-1292,1000,12/1/22,69452,122348,122348,B94
SIEGEL HIGH SCHOOL JUNIOR ROTC,33300 SIEGEL ROAD,MURFREESBORO,37129-0000,1000,6/1/22,0,0,0,B11
SIGMA ALPHA OMEGA ALPHA CENTER,8320 FARMINGTON BLVD,GERMANTOWN,38139-3219,1000,5/1/22,0,0,0,B83
SIGMA ALPHA OMEGA ALPHA ZETA CHAPTER,8320 FARMINGTON BLVD,GERMANTOWN,38139-3219,1000,5/1/22,0,0,0,B83
SIGNAL MOUNTAIN CHRISTIAN SCHOOL INC,808 KEY HULSE RD,SIGNAL MTN,37377-3459,2700,6/1/22,3249655,770344,770344,B20
SIGNAL MOUNTAIN MIDDLE-HIGH SCHOOL SPORTS BOOSTER CLUB,2650 SAM POWELL TRL,SIGNAL MTN,37377-1296,1000,6/1/22,77209,128642,97364,B11
SIKH PRE-COLLEGE NETWORK,172 EMERALD LAKE DR,JACKSON,38305-1574,2000,1/1/23,0,0,0,B99
SISTERREACH,2811 CLARKE RD,MEMPHIS,38115-1819,1200,12/1/21,812357,1749419,1749419,B99
SISTERS NETWORK,2124 E HOLMES RD,MEMPHIS,38116-9424,1000,12/1/22,0,0,0,B90
SMITH COUNTY CHILDRENS INITIATIVE,PO BOX 123,CARTHAGE,37030-0123,1200,12/1/21,0,0,0,B99
SMOKY MOUNTAIN MONTESSORI FOUNDATION,1903 OLD NILES FERRY RD,MARYVILLE,37803-6331,1000,12/1/22,0,0,0,B82
SOARING ACADEMY OF TN,3935 NONAVILLE RD,MOUNT JULIET,37122-5060,2700,12/1/22,0,0,0,B99
SOLOMONS QUEST GLOBAL EDUCATIONAL OUTREACH INC,1918 UNION AVE,CHATTANOOGA,37404-3619,1000,12/1/22,0,0,0,B12
SONGS 4 STUDENTS,215 FARRIER WAY,MT JULIET,37122-4636,2000,12/1/22,0,0,0,B90
SOUMITS WORLD MEMORIAL FUND,228 MCLEAN CT,FRANKLIN,37067-7266,3000,12/1/19,11100,30997,,B11
SOUTH CENTRAL EMS DIRECTORS ASSOCIATION,416 W GAINES ST,LAWRENCEBURG,38464-3111,2000,12/1/22,0,0,0,B11
SOUTH DOYLE HIGH SCHOOL CHORUS BOOSTER CLUB,2020 TIPTON STATION RD,KNOXVILLE,37920-9502,1000,6/1/22,0,0,0,B11
SOUTH PITTSBURG PARENT TEACHER ORGANIZATION,310 ELM AVE,S PITTSBURG,37380-1338,2000,5/1/20,0,0,0,B94Z
SOUTHEASTERN YOUNG ALUMNI CHARITABLE FOUNDATION,PO BOX 330921,NASHVILLE,37203-7506,1000,12/1/16,25608,59037,33311,B84
SOUTHERN AVENUE CHARTER ELEMENTARY SCHOOL OF ACADEMIC EXCELLENCE,2221 DEMOCRAT RD,MEMPHIS,38132-1802,1000,6/1/22,1999588,4933574,4933574,B29
SOUTHERN CONFERENCE ON SLAVIC STUDIES,735 UNIVERSITY AVE,SEWANEE,37383-2000,2000,12/1/22,0,0,0,B80
SOUTHERN SHOOTING SPORTS,1960-J MADISON ST STE 183,CLARKSVILLE,37043-8038,2100,9/1/22,0,0,0,B112
SOUTHPOLK ELEMENTARY P T O,964 OLD FEDERAL RD,OLD FORT,37362-7815,1000,5/1/21,0,0,0,B94
SPRING CITY MIDDLE PTO,751 WASSOM MEMORIAL HWY,SPRING CITY,37381-5179,1200,,,,,B94
SPRINGFIELD BASEBALL BOOSTERS THE BULLPEN CLUB,5240 HIGHWAY 76 E,SPRINGFIELD,37172-5313,1000,12/1/21,13533,29935,29935,B94
ST CHARLES PLACE EDUCATION FOUNDATION,5208 HARPETH RIDGE DR,BRENTWOOD,37027-6542,1200,12/1/22,7514,21247,21247,B99
STEERED STRAIGHT INC,222 HERITAGE PARK DR STE 101,MURFREESBORO,37129-1550,1200,12/1/21,422922,530005,524094,B90
STEWART COUNTY ADULT LITERACY COUNCIL,110 NATCOR DR,DOVER,37058-3524,2000,12/1/21,0,0,0,B80
STRATFORD TOUCHDOWN CLUB,800 GARRISON DR,NASHVILLE,37207-3512,1200,12/1/22,0,0,0,B11
STREAMWORKS,ETSU VALLEYBROOK CAMPUS 122 PICKENS,KINGSPORT,37663-0000,2000,12/1/21,25392,183059,183059,B99
SUDANESE ENGINEERS OF NORTH AMERICA,1502 CHARLESTON PARK DR,SPRING HILL,37174-6182,2380,,,,,B03
SULLIVAN EAST BAND BOOSTERS INC,PO BOX 388,BLUFF CITY,37618-0388,2100,6/1/22,16722,75932,47177,B94
SUMNER ACADEMY INC NICHOLS LANE,464 NICHOLS LN,GALLATIN,37066-3837,2000,6/1/22,2587937,2510409,2478487,B21Z
SUNSHINE AMBASSADORS INC,PO BOX 18094,KNOXVILLE,37928-2094,2100,12/1/22,0,0,0,B28
SWIDERS CHRISTMAS CLASSIC,813 CLOVER FIELDS LN,KNOXVILLE,37932-2968,1000,12/1/22,0,0,0,B82
SYCAMORE ELEMENTARY PTO,452 ELLIS AVE,COOKEVILLE,38501-1516,1000,5/1/22,0,0,0,B94
SYCAMORE WAR EAGLE BASEBALL ASSOCIATION,1021 OLD CLARKSVILLE PIKE,PLEASANT VIEW,37146-8087,1000,12/1/22,0,0,0,B94
SYSTEMS GO,6772 KEYSTONE DR,MEMPHIS,38115-5357,1200,5/1/17,0,0,0,B80
TARGET THE FUTURE,149 SHASTEEN BEND DR,WINCHESTER,37398-4327,1000,12/1/22,0,0,0,B82
TAU LAMBDA CHAPTER EDUCATION FOUNDATION INC,2016 ASTON AVE,NASHVILLE,37218-0000,2000,6/1/22,0,0,0,B82
TAYLOR & TAYLOR FAMILY RESOURCE CENTER INC,2928 HARBOUR VIEW DR,NASHVILLE,37217-4303,1200,12/1/22,0,0,0,B90
TBF TENNESSEE YOUTH FISHING,2526 HUTCHINGS COLLEGE RD,SPARTA,38583-6721,2000,8/1/22,0,0,0,B80
TEACH ME TRUTH,3311 BIG COVE LN,LOUISVILLE,37777-3251,2700,12/1/22,0,0,0,B90
TEACH TRI-CITIES EDUCATION ASSOCIATION FOR CHRISTIAN,PO BOX 3491,JOHNSON CITY,37602-3491,2000,4/1/23,0,0,0,B99
TEAM UP FOR FAMILIES INC,9119 SOLWAY FERRY RD,OAK RIDGE,37830-3539,2000,,,,,B90
TENNESSEE ALTERNATIVE EDUCATION ASSOCIATION,2001 MARTINS BEND DR,LA VERGNE,37086-4053,2000,12/1/20,2717,600,600,B03
TENNESSEE ASSOCIATION FOR INSTITUTIONAL RESEARCH,655 S RIVERSIDE DR APT 305B,MEMPHIS,38103-4629,2000,8/1/22,0,0,0,B05
TENNESSEE ASSOCIATION OF ADMINISTRATORS OF SPECIAL EDUCATIO,2169 TALLEY RD,BELFAST,37019-2010,2000,12/1/22,286408,133000,133000,B03
TENNESSEE ASSOCIATION OF CHRISTIAN SCHOOLS,602 BELVOIR AVE,CHATTANOOGA,37412-2602,2000,7/1/22,549742,471611,471611,B20C
TENNESSEE ASSOCIATION OF COUNTY ELECTION OFFICIALS,100 N MAIN ST RM 207,CLINTON,37716-3617,2000,6/1/22,262504,1400,1400,B60
TENNESSEE ASSOCIATION OF FEDERAL PROGRAM ADMINISTRATORS,800 MS COUTS BLVD,SPRINGFIELD,37172-2798,2000,6/1/22,0,0,0,B03
TENNESSEE ASSOCIATION OF INDEPENDENT SCHOOLS,1740 RIDGEWAY RD,MEMPHIS,38119-5314,2100,6/1/22,373255,519602,519602,B24A
TENNESSEE ASSOCIATION OF RESIDENCE HALLS,1720 MELROSE PL,KNOXVILLE,37916-3410,2000,12/1/17,4925,12803,,B80
TENNESSEE BANDMASTERS ASSOCIATION,6965 WYNDHAM POINTE LN,KNOXVILLE,37931-2564,2000,3/1/18,0,0,0,B032
TENNESSEE CHIROPRACTIC EDUCATION AND RESEARCH FOUNDATION,2123 8TH AVE S,NASHVILLE,37204-2203,1280,12/1/22,0,0,0,B99
TENNESSEE COALITION FOR HEALTH SCIENCE AND BIOSTEM EDUCATION,341 COOL SPRINGS BLVD 208,FRANKLIN,37067-7221,1280,12/1/22,0,0,0,B90
TENNESSEE COUNCIL FOR HISTORY EDUCATION INC,MTSU BOX 80,MURFRESBORO,37132-0001,2000,12/1/22,0,0,0,B60
TENNESSEE DENTAL ASSOCIATION FOUNDATION,660 BAKERS BRIDGE AVE STE 300,FRANKLIN,37067-6461,1000,6/1/22,44365,41197,41197,B82Z
TENNESSEE EDUCATIONAL ALLIANCE,4117 HILLSBORO PIKE,NASHVILLE,37215-2728,1000,12/1/22,0,0,0,B90
TENNESSEE EDUCATORS OF COLOR ALLIANCE,41 PEABODY ST,NASHVILLE,37210-2125,2000,6/1/22,1083747,908249,908249,B03
TENNESSEE ETA CHAPTER OF THE SIGMA PHI EPSILON FRATERNITY,218 S 7TH ST,CLARKSVILLE,37040-3702,1000,6/1/22,0,0,0,B83
TENNESSEE FIREARMS FOUNDATION INC,3310 WEST END AVE STE 460,NASHVILLE,37203-7601,2000,,,,,B99
TENNESSEE FOUNDATION OF DISABILITY EDUCATION,265 CENTERVIEW RD,SAVANNAH,38372-7215,1000,6/1/21,0,0,0,B01
TENNESSEE FUTURE FARMERS OF AMERICA FOUNDATION INC,BOX 5034 TTU,COOKEVILLE,38505-0001,2000,6/1/22,8783000,1550962,1550962,B30
TENNESSEE LAW LAB INC,800 S GAY ST STE 700,KNOXVILLE,37929-9703,1200,12/1/22,0,0,0,B01
TENNESSEE LEARNING ACADEMY,2491 JOY LN,MEMPHIS,38114-6088,2000,12/1/20,0,0,0,B60
TENNESSEE MUSIC EDUCATION ASSOCIATION,PO BOX 594,HERMITAGE,37076-0594,1200,6/1/22,100710,224373,224373,B03
TENNESSEE PHYSICIAN ASSISTANT FOUNDATION,PO BOX 150785,NASHVILLE,37215-0785,1000,12/1/22,0,0,0,B82
TENNESSEE RESPIRATORY EDUCATION FOUNDATION,1265 UNION AVE,MEMPHIS,38104-3415,1000,12/1/22,0,0,0,B82
